1.933614,0.016609,0.716321,0.136335,-0.058055,-0.254096,0.955760,1.204069,-0.003526,0.562185,1.373445,-0.126196,-0.128563,-0.231965,-0.226258,0.102703,0.618695,-0.421342,0.262000,0.014525,0.125290,-0.182165,-0.137405,1.238058,-0.048302,0.440270,-0.765919,0.242609,0.231453,1.328683,-1.692357,-0.383100,1.928571,0.766446,0.043544,0.292381
1.933137,0.016806,0.716295,0.136415,-0.058601,-0.255041,0.955464,1.204638,-0.004175,0.563555,1.374611,-0.126704,-0.126920,-0.231521,-0.226505,0.101140,0.617330,-0.423415,0.262000,0.015052,0.126118,-0.181113,-0.137457,1.238226,-0.047827,0.440027,-0.767296,0.243959,0.232188,1.328998,-1.691718,-0.381093,1.929653,0.765695,0.040671,0.297175
1.932564,0.017194,0.716284,0.136413,-0.058972,-0.254489,0.955588,1.205661,-0.004221,0.562279,1.375667,-0.127688,-0.125772,-0.233022,-0.227114,0.101649,0.615405,-0.422799,0.262000,0.014775,0.127049,-0.179245,-0.138234,1.237866,-0.048299,0.440430,-0.767070,0.242939,0.232515,1.329904,-1.693786,-0.379260,1.927210,0.768201,0.046811,0.283016
1.932214,0.017460,0.716199,0.136824,-0.059073,-0.254533,0.955512,1.205838,-0.005418,0.562287,1.376628,-0.128230,-0.124724,-0.234386,-0.228327,0.100581,0.613736,-0.423281,0.262000,0.014845,0.127806,-0.179212,-0.139347,1.238346,-0.047169,0.439847,-0.765480,0.242318,0.231186,1.329332,-1.693540,-0.377885,1.927332,0.768018,0.044745,0.285414
1.931811,0.017736,0.716141,0.137009,-0.059289,-0.254501,0.955480,1.206321,-0.006038,0.562000,1.377540,-0.128776,-0.123526,-0.235529,-0.229041,0.100080,0.611986,-0.423207,0.262000,0.014836,0.128440,-0.178594,-0.140232,1.238514,-0.046487,0.439383,-0.765063,0.241739,0.230539,1.329238,-1.693924,-0.376621,1.926896,0.768186,0.044631,0.283717
1.931445,0.018001,0.716082,0.137176,-0.059413,-0.254437,0.955466,1.206639,-0.006621,0.561638,1.378381,-0.129276,-0.122363,-0.236667,-0.229629,0.099696,0.610513,-0.422960,0.262000,0.014772,0.128872,-0.178196,-0.141123,1.238716,-0.045544,0.438648,-0.765093,0.240859,0.229755,1.329056,-1.694329,-0.375764,1.926477,0.767952,0.044330,0.282400
1.931106,0.018241,0.716029,0.137317,-0.059488,-0.254443,0.955439,1.206820,-0.007161,0.561399,1.379175,-0.129714,-0.121193,-0.237733,-0.230047,0.099351,0.609130,-0.422612,0.262000,0.014721,0.129167,-0.177982,-0.141969,1.238952,-0.044412,0.437580,-0.765941,0.239878,0.228944,1.328829,-1.694662,-0.375197,1.926250,0.767100,0.043691,0.282096
1.930777,0.018459,0.715987,0.137411,-0.059547,-0.254494,0.955408,1.206934,-0.007586,0.561233,1.379929,-0.130074,-0.120025,-0.238705,-0.230272,0.099139,0.607793,-0.422106,0.262000,0.014655,0.129348,-0.177786,-0.142679,1.239191,-0.043110,0.436238,-0.767751,0.238852,0.228193,1.328660,-1.695043,-0.374953,1.926041,0.765756,0.043236,0.281721
1.930459,0.018652,0.715961,0.137489,-0.059616,-0.254601,0.955364,1.207012,-0.007964,0.561204,1.380650,-0.130376,-0.118882,-0.239576,-0.230383,0.099028,0.606481,-0.421687,0.262000,0.014602,0.129530,-0.177573,-0.143277,1.239484,-0.041658,0.434674,-0.770423,0.237934,0.227406,1.328527,-1.695395,-0.374876,1.925866,0.764065,0.043022,0.281312
1.930146,0.018813,0.715945,0.137523,-0.059721,-0.254769,0.955308,1.207122,-0.008211,0.561282,1.381334,-0.130639,-0.117708,-0.240276,-0.230347,0.098981,0.605195,-0.421359,0.262000,0.014603,0.129740,-0.177284,-0.143786,1.239845,-0.040231,0.433004,-0.773558,0.237267,0.226568,1.328421,-1.695638,-0.374795,1.925796,0.762285,0.042915,0.280888
