1.202986,0.170647,0.876955,0.033804,-0.034698,0.012703,0.998745,0.334515,0.168230,-0.026908,0.783567,-0.412755,0.181120,0.350206,-0.295788,-0.067706,0.796628,-0.372109,0.188705,0.025616,-0.026178,-0.119555,0.475534,1.432411,0.181116,0.422556,-0.401415,0.511104,0.404454,0.625458,-1.332063,0.015914,0.595248,-0.158411,0.288330,0.726809
1.203076,0.170686,0.876918,0.033880,-0.034672,0.012858,0.998742,0.334892,0.168004,-0.026821,0.784037,-0.413001,0.181013,0.350258,-0.296018,-0.067625,0.796769,-0.372434,0.188710,0.025559,-0.026070,-0.119926,0.476096,1.432228,0.181137,0.422668,-0.400909,0.509484,0.402981,0.626491,-1.332124,0.016060,0.595498,-0.158318,0.287723,0.725856
1.203140,0.170711,0.876860,0.034092,-0.034603,0.012922,0.998736,0.335204,0.167436,-0.026197,0.784574,-0.413432,0.180254,0.350150,-0.296483,-0.067743,0.796762,-0.372593,0.188363,0.025373,-0.025750,-0.120641,0.476606,1.432060,0.181183,0.422820,-0.399989,0.510668,0.403798,0.626828,-1.332536,0.015630,0.595047,-0.157506,0.288463,0.725736
1.203187,0.170729,0.876844,0.034314,-0.034550,0.013108,0.998728,0.335489,0.166888,-0.026127,0.785107,-0.414069,0.179797,0.349986,-0.296990,-0.067588,0.796703,-0.372514,0.188663,0.025129,-0.025258,-0.120942,0.476894,1.431723,0.181385,0.422633,-0.399806,0.510200,0.407211,0.626460,-1.332678,0.015993,0.593993,-0.158573,0.287307,0.726083
1.203246,0.170737,0.876770,0.034509,-0.034572,0.013132,0.998720,0.335974,0.166436,-0.025808,0.785740,-0.413976,0.179750,0.350031,-0.297388,-0.067445,0.796643,-0.372579,0.188661,0.024875,-0.024924,-0.121006,0.477142,1.431430,0.181926,0.422417,-0.400024,0.508933,0.406412,0.626325,-1.332986,0.015659,0.593145,-0.159173,0.287086,0.725682
1.203320,0.170727,0.876717,0.034653,-0.034603,0.013268,0.998712,0.336536,0.166116,-0.025992,0.786294,-0.413739,0.179477,0.349982,-0.297640,-0.067260,0.796525,-0.371937,0.189234,0.024543,-0.024653,-0.121090,0.477353,1.431200,0.182834,0.421979,-0.400927,0.508983,0.406302,0.626304,-1.333311,0.015190,0.592545,-0.158133,0.288410,0.725554
1.203331,0.170725,0.876680,0.034758,-0.034615,0.013378,0.998707,0.336934,0.165859,-0.026028,0.786821,-0.413910,0.179444,0.349823,-0.297858,-0.067166,0.796462,-0.372178,0.189464,0.024348,-0.024549,-0.121139,0.477271,1.430976,0.183706,0.421569,-0.402243,0.508699,0.405754,0.626702,-1.333446,0.015111,0.592497,-0.157938,0.288040,0.727197
1.203373,0.170734,0.876658,0.034871,-0.034569,0.013305,0.998705,0.337086,0.165634,-0.025910,0.787250,-0.413989,0.179704,0.349884,-0.298062,-0.067384,0.796429,-0.372113,0.188920,0.024274,-0.024431,-0.121221,0.476971,1.430898,0.184380,0.421103,-0.403010,0.507811,0.406700,0.626348,-1.333611,0.014981,0.592052,-0.157777,0.288152,0.725968
1.203389,0.170711,0.876616,0.034970,-0.034502,0.013411,0.998703,0.337215,0.165450,-0.026177,0.787608,-0.414270,0.179409,0.349703,-0.298268,-0.066894,0.796436,-0.372198,0.188988,0.024147,-0.024070,-0.121451,0.476911,1.430793,0.184769,0.420698,-0.404026,0.508051,0.405747,0.625976,-1.333733,0.015517,0.591319,-0.157942,0.286489,0.727450
1.203410,0.170685,0.876574,0.034990,-0.034501,0.013274,0.998704,0.337369,0.165449,-0.026136,0.787950,-0.414236,0.179778,0.349893,-0.298272,-0.066969,0.796504,-0.372378,0.188902,0.024041,-0.023972,-0.121244,0.476737,1.430776,0.185272,0.420403,-0.404751,0.509456,0.399572,0.625585,-1.333953,0.015333,0.590984,-0.157767,0.287053,0.725570
